RatID,Stage,Trial,Left Medium,Left Odor,Right Medium,Right Odor,Correct/Incorrect,Rewarded,Investigation,Omit/Note,nLatency,Latency,First Response (side),First Response (correct?)
37,ED,17,M2,O2,M1,O1,1,O1,Choice 2,,0:06,6,L,0
37,ED,18,M1,O2,M2,O1,0,O1,Choice 1,,0:08,8,L,0
37,ED,19,M1,O1,M2,O2,1,O1,Choice 1,,0:04,4,L,1
37,ED,20,M2,O2,M1,O1,1,O1,Choice 2,,0:08,8,L,0
37,ED,21,M2,O1,M1,O2,1,O1,Choice 1,,0:04,4,L,1
37,ED,22,M1,O2,M2,O1,1,O1,Choice 1,,0:06,6,R,1
37,ED,23,M1,O1,M2,O2,1,O1,Choice 1,,0:04,4,L,1
37,ED,24,M2,O1,M1,O2,1,O1,Choice 1,,0:04,4,L,1
37,REV3,1,M1,O1,M2,O2,0,O2,Choice 1,,0:07,7,L,0
37,REV3,2,M2,O2,M1,O1,1,O2,Choice 1,,0:04,4,L,1
37,REV3,3,M2,O1,M1,O2,0,O2,Choice 1,,0:04,4,L,0
37,REV3,4,M1,O2,M2,O1,1,O2,Choice 1,,0:04,4,L,1
37,REV3,5,M2,O2,M1,O1,1,O2,Choice 1,,0:04,4,L,1
37,REV3,6,M2,O1,M1,O2,1,O2,Choice 1,,0:04,4,R,1
37,REV3,7,M1,O1,M2,O2,0,O2,Choice 1,,0:04,4,L,0
37,REV3,8,M2,O2,M1,O1,1,O2,Choice 1,,0:04,4,L,1
37,REV3,9,M1,O2,M2,O1,0,O2,Choice 1,,0:05,5,R,0
37,REV3,10,M2,O1,M1,O2,0,O2,Choice 1,,0:05,5,L,0
37,REV3,11,M1,O1,M2,O2,0,O2,Choice 1,,0:07,7,L,0
37,REV3,12,M1,O2,M2,O1,1,O2,Choice 1,,0:04,4,L,1
37,REV3,13,M2,O2,M1,O1,0,O2,Choice 1,,0:17,17,L,0
37,REV3,14,M1,O1,M2,O2,0,O2,Choice 1,,0:06,6,L,0
37,REV3,15,M1,O2,M2,O1,1,O2,Choice 2,,0:05,5,R,0
37,REV3,16,M2,O1,M1,O2,1,O2,Choice 1,,0:04,4,R,1
37,REV3,17,M2,O2,M1,O1,1,O2,Choice 2,,0:09,9,R,0
37,REV3,18,M1,O2,M2,O1,1,O2,Choice 1,,0:04,4,L,1
37,REV3,19,M1,O1,M2,O2,1,O2,Choice 1,,0:04,4,R,1
37,REV3,20,M2,O2,M1,O1,1,O2,Choice 2,,0:09,9,R,0
